pc11_state_id,pc11_district_id,year,dmsp_total_light_cal
09,139,2005,11282.291015625
09,139,2006,11839.6328125
09,139,2007,12358.50732421875
09,139,2008,12376.921875
09,139,2009,13391.544921875
09,139,2010,14282.9599609375
09,139,2011,12651.96875
09,139,2012,14320.4892578125
09,139,2013,16006.646484375
09,140,1994,47297.6015625
09,140,1995,46933.84765625
09,140,1996,49401.390625
09,140,1997,42524.115234375
09,140,1998,46257.7734375
09,140,1999,40133.517578125
09,140,2000,42569.416015625
09,140,2001,45216.197265625
09,140,2002,43307.109375
09,140,2003,42070.630859375
09,140,2004,42500.16796875
09,140,2005,41958.6484375
09,140,2006,43384.5859375
09,140,2007,44487.58984375
09,140,2008,45773.75390625
09,140,2009,47069.046875
09,140,2010,48351.11328125
09,140,2011,48997.4609375
09,140,2012,55569.38671875
09,140,2013,54819.35546875
09,141,1994,22922.2783203125
09,141,1995,23952.8203125
09,141,1996,27111.29296875
09,141,1997,25696.5439453125
09,141,1998,27025.353515625
09,141,1999,25209.75
09,141,2000,28935.150390625
09,141,2001,30909.0576171875
09,141,2002,32525.599609375
09,141,2003,31992.8408203125
09,141,2004,33331.7197265625
09,141,2005,35109.00390625
09,141,2006,36596.6171875
09,141,2007,37275.341796875
09,141,2008,40773.3515625
09,141,2009,45001.859375
09,141,2010,45928.4765625
09,141,2011,50878.73046875
09,141,2012,53997.74609375
09,141,2013,55323.54296875
09,142,1994,32093.6484375
09,142,1995,33138.24609375
09,142,1996,33909.16796875
09,142,1997,20276.1865234375
09,142,1998,29291.765625
09,142,1999,20556.974609375
09,142,2000,25933.716796875
09,142,2001,31209.5107421875
09,142,2002,27971.23828125
09,142,2003,22451.6328125
09,142,2004,19903.009765625
09,142,2005,18530.5595703125
09,142,2006,20234.3330078125
09,142,2007,23799.587890625
09,142,2008,25143.517578125
09,142,2009,20519
09,142,2010,30459.466796875
09,142,2011,30139.802734375
09,142,2012,36759.1171875
09,142,2013,34568.6953125
09,143,1994,23881.033203125
09,143,1995,24525.25
09,143,1996,26649.650390625
09,143,1997,24620.859375
09,143,1998,31044.021484375
09,143,1999,27743.6796875
09,143,2000,24055.6171875
09,143,2001,26359.0634765625
09,143,2002,23005.8994140625
09,143,2003,24352.9296875
09,143,2004,23853.224609375
09,143,2005,21218.4619140625
09,143,2006,21490.7451171875
09,143,2007,26577.8564453125
09,143,2008,25709.5703125
09,143,2009,26280.568359375
09,143,2010,34190.07421875
09,143,2011,33080.46875
09,143,2012,36604.55859375
09,143,2013,30770.34765625
09,144,1994,11955.30712890625
09,144,1995,11821.1591796875
09,144,1996,12951.8984375
09,144,1997,11246.60986328125
09,144,1998,12562.6787109375
09,144,1999,9230.65771484375
09,144,2000,13081.25
09,144,2001,13569.14892578125
09,144,2002,14387.28173828125
09,144,2003,14078.6826171875
09,144,2004,14760.390625
09,144,2005,14536.68310546875
09,144,2006,14795.884765625
09,144,2007,16661.599609375
